1860;Laxå;5 683;46;58;76;‑18;428;172;185;71;367;213;132;22;61;‑41;53;49;3
1814;Lekeberg;8 234;118;99;80;19;518;367;109;42;421;288;122;11;97;79;‑13;31;2
1885;Lindesberg;23 588;13;219;259;‑40;1 370;470;638;262;1 318;594;662;62;52;‑124;‑24;200;1
1864;Ljusnarsberg;4 771;‑75;44;77;‑33;359;90;240;29;404;145;246;13;‑45;‑55;‑6;16;3
1884;Nora;10 726;‑11;105;126;‑21;600;297;234;69;591;370;195;26;9;‑73;39;43;1
1880;Örebro;155 696;2 329;1 831;1 175;656;8 877;2 529;5 077;1 271;7 258;2 127;4 670;461;1 619;402;407;810;54
19;Västmanland;275 845;1 916;2 981;2 648;333;10 383;.;8 102;2 281;8 863;.;8 035;828;1 520;.;67;1 453;63
1984;Arboga;14 087;‑51;137;137;0;766;203;462;101;821;233;558;30;‑55;‑30;‑96;71;4
1982;Fagersta;13 391;‑73;142;149;‑7;765;223;406;136;833;303;476;54;‑68;‑80;‑70;82;2
1961;Hallstahammar;16 346;160;170;176;‑6;1 120;669;377;74;953;563;351;39;167;106;26;35;‑1
1960;Kungsör;8 675;8;91;94;‑3;580;201;308;71;574;227;320;27;6;‑26;‑12;44;5
1983;Köping;26 214;‑54;274;294;‑20;1 234;492;603;139;1 275;578;627;70;‑41;‑86;‑24;69;7
1962;Norberg;5 690;‑105;47;63;‑16;394;141;182;71;481;211;260;10;‑87;‑70;‑78;61;‑2
1981;Sala;22 894;78;202;254;‑52;1 116;287;695;134;990;307;651;32;126;‑20;44;102;4
1904;Skinnskatteberg;4 393;‑36;38;70;‑32;333;141;138;54;337;172;150;15;‑4;‑31;‑12;39;0
1907;Surahammar;10 106;18;99;107;‑8;694;435;214;45;670;472;177;21;24;‑37;37;24;2
1980;Västerås;154 049;1 971;1 781;1 304;477;7 854;1 681;4 717;1 456;6 402;1 407;4 465;530;1 452;274;252;926;42
20;Dalarna;287 966;775;2 943;3 030;‑87;8 989;.;6 777;2 212;8 191;.;7 581;610;798;.;‑804;1 602;64
2084;Avesta;23 178;‑145;252;267;‑15;997;152;602;243;1 140;211;894;35;‑143;‑59;‑292;208;13
2081;Borlänge;52 590;366;653;485;168;2 629;1 142;1 068;419;2 435;935;1 325;175;194;207;‑257;244;4
2080;Falun;59 406;483;621;551;70;2 868;952;1 610;306;2 466;875;1 498;93;402;77;112;213;11
2026;Gagnef;10 304;33;104;93;11;534;317;156;61;513;335;150;28;21;‑18;6;33;1
2083;Hedemora;15 491;34;156;190;‑34;917;318;430;169;858;340;480;38;59;‑22;‑50;131;9
